name,horizon_min,split,model,train_samples,samples,target_blocked_pct,brier,brier_skill
Polk Street,5,test,persistence,216701,128031,5.16671743562106,0.05020659059134116,0.014225847699007366
Polk Street,5,test,current_state_probability,216701,128031,5.16671743562106,0.038872235773107576,0.23676862308415458
Polk Street,10,validation,hour_of_week,216696,50119,4.750693349827411,0.04808810616891992,0.0
Polk Street,10,validation,persistence,216696,50119,4.750693349827411,0.0713102815299587,-0.4829089188803952
Polk Street,10,validation,current_state_probability,216696,50119,4.750693349827411,0.047629688956073765,0.009532860604571591
Polk Street,10,test,hour_of_week,216696,128029,5.166798147294753,0.050931071051032666,0.0
Polk Street,10,test,persistence,216696,128029,5.166798147294753,0.06925774629185576,-0.3598329047991129
Polk Street,10,test,current_state_probability,216696,128029,5.166798147294753,0.04740868796465198,0.06915980782833475
Polk Street,15,validation,hour_of_week,216691,50115,4.7510725331737005,0.04808968360979417,0.0
Polk Street,15,validation,persistence,216691,50115,4.7510725331737005,0.07620472912301707,-0.5846377726531113
Polk Street,15,validation,current_state_probability,216691,50115,4.7510725331737005,0.04851745246801393,-0.008895231286833338
Polk Street,15,test,hour_of_week,216691,128027,5.166097776250322,0.050924409742392894,0.0
Polk Street,15,test,persistence,216691,128027,5.166097776250322,0.07542159075819944,-0.48104987646844455
Polk Street,15,test,current_state_probability,216691,128027,5.166097776250322,0.04918981301786112,0.03406218615603862
Polk Street,30,validation,hour_of_week,216676,50103,4.752210446480251,0.04809705658383732,0.0
Polk Street,30,validation,persistence,216676,50103,4.752210446480251,0.0826697004171407,-0.7188099706900002
Polk Street,30,validation,current_state_probability,216676,50103,4.752210446480251,0.048771989692249135,-0.014032732070315967
Polk Street,30,test,hour_of_week,216676,128021,5.166339897360589,0.05092608955254876,0.0
Polk Street,30,test,persistence,216676,128021,5.166339897360589,0.08331445622202607,-0.635987702060983
Polk Street,30,test,current_state_probability,216676,128021,5.166339897360589,0.05042725076788694,0.00979534829877493
Polk Street,60,validation,hour_of_week,216646,50079,4.7544879091036165,0.04811243575966051,0.0
Polk Street,60,validation,persistence,216646,50079,4.7544879091036165,0.08734199964056791,-0.8153726424676073
Polk Street,60,validation,current_state_probability,216646,50079,4.7544879091036165,0.048151107536946236,-0.0008037792449109293
Polk Street,60,test,hour_of_week,216646,128009,5.166824207672898,0.050929279036014345,0.0
Polk Street,60,test,persistence,216646,128009,5.166824207672898,0.08969681819247084,-0.7612033763337245
Polk Street,60,test,current_state_probability,216646,128009,5.166824207672898,0.050662240333600686,0.005243323829988378
York Street,5,validation,hour_of_week,241209,52127,7.562299767874614,0.06994523164318261,0.0
York Street,5,validation,persistence,241209,52127,7.562299767874614,0.05743664511673413,0.1788340138790242
York Street,5,validation,current_state_probability,241209,52127,7.562299767874614,0.04564733795351599,0.3473845624476516
York Street,5,test,hour_of_week,241209,119258,4.352747824045347,0.04258498041648512,0.0
York Street,5,test,persistence,241209,119258,4.352747824045347,0.033557497190964125,0.211987492708259
York Street,5,test,current_state_probability,241209,119258,4.352747824045347,0.026900781433112888,0.3683035387119893
York Street,10,validation,hour_of_week,241203,52126,7.562444845182827,0.06994694092206225,0.0
York Street,10,validation,persistence,241203,52126,7.562444845182827,0.09292867283121667,-0.32855949961788333
York Street,10,validation,current_state_probability,241203,52126,7.562444845182827,0.06213069625396857,0.11174533961110411
York Street,10,test,hour_of_week,241203,119235,4.345200654170336,0.042520590366157573,0.0
York Street,10,test,persistence,241203,119235,4.345200654170336,0.05393550551432046,-0.2684561773452727
York Street,10,test,current_state_probability,241203,119235,4.345200654170336,0.03669675883605465,0.13696497343880132
York Street,15,validation,hour_of_week,241197,52125,7.562589928057554,0.06994809232992151,0.0
York Street,15,validation,persistence,241197,52125,7.562589928057554,0.10889208633093525,-0.5567556269773317
York Street,15,validation,current_state_probability,241197,52125,7.562589928057554,0.0667428294270431,0.04582344987709275
York Street,15,test,hour_of_week,241197,119212,4.341844780726772,0.04249279955407997,0.0
York Street,15,test,persistence,241197,119212,4.341844780726772,0.06270341911888065,-0.47562457114831713
York Street,15,test,current_state_probability,241197,119212,4.341844780726772,0.03940847970518938,0.07258452917335356
York Street,30,validation,hour_of_week,241179,52122,7.563025210084033,0.06995163468757457,0.0
York Street,30,validation,persistence,241179,52122,7.563025210084033,0.12136909558343885,-0.735043021160412
York Street,30,validation,current_state_probability,241179,52122,7.563025210084033,0.06921632876250483,0.01051163319276005
York Street,30,test,hour_of_week,241179,119143,4.337644679083119,0.042459070999625696,0.0
York Street,30,test,persistence,241179,119143,4.337644679083119,0.06974811780801222,-0.6427141754615191
York Street,30,test,current_state_probability,241179,119143,4.337644679083119,0.040949779105644436,0.035546983446589464
York Street,60,validation,hour_of_week,241143,52116,7.563895924476169,0.06995884913490907,0.0
York Street,60,validation,persistence,241143,52116,7.563895924476169,0.13347148668355208,-0.9078570950497604
York Street,60,validation,current_state_probability,241143,52116,7.563895924476169,0.07024257547347186,-0.004055617581925075
York Street,60,test,hour_of_week,241143,119005,4.335111970085291,0.0424374888209025,0.0
York Street,60,test,persistence,241143,119005,4.335111970085291,0.07521532708709718,-0.7723793084111521
York Street,60,test,current_state_probability,241143,119005,4.335111970085291,0.041624159544247266,0.019165348828430906
